Rb1,5s1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
1590.68000,417.67,0.50,0.00,0.00
1590.70000,417.67,0.50,0.00,0.00
1590.72000,417.67,0.50,0.00,0.00
1590.74000,417.66,0.50,0.00,0.00
1590.76000,417.66,0.50,0.00,0.00
1590.78000,417.66,0.50,0.00,0.00
1590.80000,417.65,0.50,0.00,0.00
1590.82000,417.65,0.50,0.00,0.00
1590.84000,417.65,0.50,0.00,0.00
1590.86000,417.64,0.50,0.00,0.00
1590.88000,417.64,0.50,0.00,0.00
1590.90000,417.64,0.50,0.00,0.00
1590.92000,417.63,0.50,0.00,0.00
1590.94000,417.63,0.50,0.00,0.00
1590.96000,417.63,0.50,0.00,0.00
1590.98000,417.62,0.50,0.00,0.00
1591.00000,417.62,0.50,0.00,0.00
1591.02000,417.62,0.50,0.00,0.00
1591.04000,417.61,0.50,0.00,0.00
1591.06000,417.61,0.50,0.00,0.00
1591.08000,417.61,0.50,0.00,0.00
1591.10000,417.60,0.50,0.00,0.00
1591.12000,417.60,0.50,0.00,0.00
1591.14000,417.60,0.50,0.00,0.00
1591.16000,417.59,0.50,0.00,0.00
1591.18000,417.59,0.50,0.00,0.00
1591.20000,417.59,0.50,0.00,0.00
1591.22000,417.59,0.50,0.00,0.00
1591.24000,417.58,0.50,0.00,0.00
1591.26000,417.58,0.50,0.00,0.00
1591.28000,417.58,0.50,0.00,0.00
1591.30000,417.57,0.50,0.00,0.00
1591.32000,417.57,0.50,0.00,0.00
1591.34000,417.57,0.50,0.00,0.00
1591.36000,417.56,0.50,0.00,0.00
1591.38000,417.56,0.50,0.00,0.00
1591.40000,417.56,0.50,0.00,0.00
1591.42000,417.55,0.50,0.00,0.00
1591.44000,417.55,0.50,0.00,0.00
1591.46000,417.55,0.50,0.00,0.00
1591.48000,417.54,0.50,0.00,0.00
1591.50000,417.54,0.50,0.00,0.00
1591.52000,417.54,0.50,0.00,0.00
1591.54000,417.53,0.50,0.00,0.00
1591.56000,417.53,0.50,0.00,0.00
1591.58000,417.53,0.50,0.00,0.00
1591.60000,417.52,0.50,0.00,0.00
1591.62000,417.52,0.50,0.00,0.00
1591.64000,417.52,0.50,0.00,0.00
1591.66000,417.51,0.50,0.00,0.00
1591.68000,417.51,0.50,0.00,0.00
1591.70000,417.51,0.50,0.00,0.00
1591.72000,417.50,0.50,0.00,0.00
1591.74000,417.50,0.50,0.00,0.00
1591.76000,417.50,0.50,0.00,0.00
1591.78000,417.49,0.50,0.00,0.00
1591.80000,417.49,0.50,0.00,0.00
1591.82000,417.49,0.50,0.00,0.00
1591.84000,417.48,0.50,0.00,0.00
1591.86000,417.48,0.50,0.00,0.00
1591.88000,417.48,0.50,0.00,0.00
1591.90000,417.47,0.50,0.00,0.00
1591.92000,417.47,0.50,0.00,0.00
1591.94000,417.47,0.50,0.00,0.00
1591.96000,417.46,0.50,0.00,0.00
1591.98000,417.46,0.50,0.00,0.00
1592.00000,417.46,0.50,0.00,0.00
1592.02000,417.45,0.50,0.00,0.00
1592.04000,417.45,0.50,0.00,0.00
1592.06000,417.45,0.50,0.00,0.00
1592.08000,417.44,0.50,0.00,0.00
1592.10000,417.44,0.50,0.00,0.00
1592.12000,417.44,0.50,0.00,0.00
1592.14000,417.43,0.50,0.00,0.00
1592.16000,417.43,0.50,0.00,0.00
1592.18000,417.43,0.50,0.00,0.00
1592.20000,417.42,0.50,0.00,0.00
1592.22000,417.42,0.50,0.00,0.00
1592.24000,417.42,0.50,0.00,0.00
1592.26000,417.41,0.50,0.00,0.00
1592.28000,417.41,0.50,0.00,0.00
1592.30000,417.41,0.50,0.00,0.00
1592.32000,417.40,0.50,0.00,0.00
1592.34000,417.40,0.50,0.00,0.00
1592.36000,417.40,0.50,0.00,0.00
1592.38000,417.39,0.50,0.00,0.00
1592.40000,417.39,0.50,0.00,0.00
1592.42000,417.39,0.50,0.00,0.00
1592.44000,417.38,0.50,0.00,0.00
1592.46000,417.38,0.50,0.00,0.00
1592.48000,417.38,0.50,0.00,0.00
1592.50000,417.37,0.50,0.00,0.00
1592.52000,417.37,0.50,0.00,0.00
1592.54000,417.37,0.50,0.00,0.00
1592.56000,417.36,0.50,0.00,0.00
1592.58000,417.36,0.50,0.00,0.00
1592.60000,417.36,0.50,0.00,0.00
1592.62000,417.35,0.50,0.00,0.00
1592.64000,417.35,0.50,0.00,0.00
1592.66000,417.35,0.50,0.00,0.00
1592.68000,417.34,0.50,0.00,0.00
1592.70000,417.34,0.50,0.00,0.00
1592.72000,417.34,0.50,0.00,0.00
1592.74000,417.33,0.50,0.00,0.00
1592.76000,417.33,0.50,0.00,0.00
1592.78000,417.33,0.50,0.00,0.00
1592.80000,417.32,0.50,0.00,0.00
1592.82000,417.32,0.50,0.00,0.00
1592.84000,417.32,0.50,0.00,0.00
1592.86000,417.32,0.50,0.00,0.00
1592.88000,417.31,0.50,0.00,0.00
1592.90000,417.31,0.50,0.00,0.00
1592.92000,417.31,0.50,0.00,0.00
1592.94000,417.30,0.50,0.00,0.00
1592.96000,417.30,0.50,0.00,0.00
1592.98000,417.30,0.50,0.00,0.00
1593.00000,417.29,0.50,0.00,0.00
1593.02000,417.29,0.50,0.00,0.00
1593.04000,417.29,0.50,0.00,0.00
1593.06000,417.28,0.50,0.00,0.00
1593.08000,417.28,0.50,0.00,0.00
1593.10000,417.28,0.50,0.00,0.00
1593.12000,417.27,0.50,0.00,0.00
1593.14000,417.27,0.50,0.00,0.00
1593.16000,417.27,0.50,0.00,0.00
1593.18000,417.26,0.50,0.00,0.00
1593.20000,417.26,0.50,0.00,0.00
1593.22000,417.26,0.50,0.00,0.00
1593.24000,417.25,0.50,0.00,0.00
1593.26000,417.25,0.50,0.00,0.00
1593.28000,417.25,0.50,0.00,0.00
1593.30000,417.24,0.50,0.00,0.00
1593.32000,417.24,0.50,0.00,0.00
1593.34000,417.24,0.50,0.00,0.00
1593.36000,417.23,0.50,0.00,0.00
1593.38000,417.23,0.50,0.00,0.00
1593.40000,417.23,0.50,0.00,0.00
1593.42000,417.22,0.50,0.00,0.00
1593.44000,417.22,0.50,0.00,0.00
1593.46000,417.22,0.50,0.00,0.00
1593.48000,417.21,0.50,0.00,0.00
1593.50000,417.21,0.50,0.00,0.00
1593.52000,417.21,0.50,0.00,0.00
1593.54000,417.20,0.50,0.00,0.00
1593.56000,417.20,0.50,0.00,0.00
1593.58000,417.20,0.50,0.00,0.00
1593.60000,417.19,0.50,0.00,0.00
1593.62000,417.19,0.50,0.00,0.00
1593.64000,417.19,0.50,0.00,0.00
1593.66000,417.18,0.50,0.00,0.00
1593.68000,417.18,0.50,0.00,0.00
1593.70000,417.18,0.50,0.00,0.00
1593.72000,417.17,0.50,0.00,0.00
1593.74000,417.17,0.50,0.00,0.00
1593.76000,417.17,0.50,0.00,0.00
1593.78000,417.16,0.50,0.00,0.00
1593.80000,417.16,0.50,0.00,0.00
1593.82000,417.16,0.50,0.00,0.00
1593.84000,417.15,0.50,0.00,0.00
1593.86000,417.15,0.50,0.00,0.00
1593.88000,417.15,0.50,0.00,0.00
1593.90000,417.14,0.50,0.00,0.00
1593.92000,417.14,0.50,0.00,0.00
1593.94000,417.14,0.50,0.00,0.00
1593.96000,417.13,0.50,0.00,0.00
1593.98000,417.13,0.50,0.00,0.00
1594.00000,417.13,0.50,0.00,0.00
1594.02000,417.12,0.50,0.00,0.00
1594.04000,417.12,0.50,0.00,0.00
1594.06000,417.12,0.50,0.00,0.00
1594.08000,417.11,0.50,0.00,0.00
1594.10000,417.11,0.50,0.00,0.00
1594.12000,417.11,0.50,0.00,0.00
1594.14000,417.11,0.50,0.00,0.00
1594.16000,417.10,0.50,0.00,0.00
1594.18000,417.10,0.50,0.00,0.00
1594.20000,417.10,0.50,0.00,0.00
1594.22000,417.09,0.50,0.00,0.00
1594.24000,417.09,0.50,0.00,0.00
1594.26000,417.09,0.50,0.00,0.00
1594.28000,417.08,0.50,0.00,0.00
1594.30000,417.08,0.50,0.00,0.00
1594.32000,417.08,0.50,0.00,0.00
1594.34000,417.07,0.50,0.00,0.00
1594.36000,417.07,0.50,0.00,0.00
1594.38000,417.07,0.50,0.00,0.00
1594.40000,417.06,0.50,0.00,0.00
1594.42000,417.06,0.50,0.00,0.00
1594.44000,417.06,0.50,0.00,0.00
1594.46000,417.05,0.50,0.00,0.00
1594.48000,417.05,0.50,0.00,0.00
1594.50000,417.05,0.50,0.00,0.00
1594.52000,417.04,0.50,0.00,0.00
1594.54000,417.04,0.50,0.00,0.00
1594.56000,417.04,0.50,0.00,0.00
1594.58000,417.03,0.50,0.00,0.00
1594.60000,417.03,0.50,0.00,0.00
1594.62000,417.03,0.50,0.00,0.00
1594.64000,417.02,0.50,0.00,0.00
1594.66000,417.02,0.50,0.00,0.00
1594.68000,417.02,0.50,0.00,0.00
1594.70000,417.01,0.50,0.00,0.00
1594.72000,417.01,0.50,0.00,0.00
1594.74000,417.01,0.50,0.00,0.00
1594.76000,417.00,0.50,0.00,0.00
1594.78000,417.00,0.50,0.00,0.00
1594.80000,417.00,0.50,0.00,0.00
1594.82000,416.99,0.50,0.00,0.00
1594.84000,416.99,0.50,0.00,0.00
1594.86000,416.99,0.50,0.00,0.00
1594.88000,416.98,0.50,0.00,0.00
1594.90000,416.98,0.50,0.00,0.00
1594.92000,416.98,0.50,0.00,0.00
1594.94000,416.97,0.50,0.00,0.00
1594.96000,416.97,0.50,0.00,0.00
1594.98000,416.97,0.50,0.00,0.00
1595.00000,416.96,0.50,0.00,0.00
1595.02000,416.96,0.50,0.00,0.00
1595.04000,416.96,0.50,0.00,0.00
1595.06000,416.95,0.50,0.00,0.00
1595.08000,416.95,0.50,0.00,0.00
1595.10000,416.95,0.50,0.00,0.00
1595.12000,416.94,0.50,0.00,0.00
1595.14000,416.94,0.50,0.00,0.00
1595.16000,416.94,0.50,0.00,0.00
1595.18000,416.94,0.50,0.00,0.00
1595.20000,416.93,0.50,0.00,0.00
1595.22000,416.93,0.50,0.00,0.00
1595.24000,416.93,0.50,0.00,0.00
1595.26000,416.92,0.50,0.00,0.00
1595.28000,416.92,0.50,0.00,0.00
1595.30000,416.92,0.50,0.00,0.00
1595.32000,416.91,0.50,0.00,0.00
1595.34000,416.91,0.50,0.00,0.00
1595.36000,416.91,0.50,0.00,0.00
1595.38000,416.90,0.50,0.00,0.00
1595.40000,416.90,0.50,0.00,0.00
1595.42000,416.90,0.50,0.00,0.00
1595.44000,416.89,0.50,0.00,0.00
1595.46000,416.89,0.50,0.00,0.00
1595.48000,416.89,0.50,0.00,0.00
1595.50000,416.88,0.50,0.00,0.00
1595.52000,416.88,0.50,0.00,0.00
1595.54000,416.88,0.50,0.00,0.00
1595.56000,416.87,0.50,0.00,0.00
1595.58000,416.87,0.50,0.00,0.00
1595.60000,416.87,0.50,0.00,0.00
1595.62000,416.86,0.50,0.00,0.00
1595.64000,416.86,0.50,0.00,0.00
1595.66000,416.86,0.50,0.00,0.00
1595.68000,416.85,0.50,0.00,0.00
1595.70000,416.85,0.50,0.00,0.00
1595.72000,416.85,0.50,0.00,0.00
1595.74000,416.84,0.50,0.00,0.00
1595.76000,416.84,0.50,0.00,0.00
1595.78000,416.84,0.50,0.00,0.00
1595.80000,416.83,0.50,0.00,0.00
1595.82000,416.83,0.50,0.00,0.00
1595.84000,416.83,0.50,0.00,0.00
1595.86000,416.82,0.50,0.00,0.00
1595.88000,416.82,0.50,0.00,0.00
1595.90000,416.82,0.50,0.00,0.00
1595.92000,416.81,0.50,0.00,0.00
1595.94000,416.81,0.50,0.00,0.00
1595.96000,416.81,0.50,0.00,0.00
1595.98000,416.80,0.50,0.00,0.00
1596.00000,416.80,0.50,0.00,0.00
1596.02000,416.80,0.50,0.00,0.00
1596.04000,416.79,0.50,0.00,0.00
1596.06000,416.79,0.50,0.00,0.00
1596.08000,416.79,0.50,0.00,0.00
1596.10000,416.79,0.50,0.00,0.00
1596.12000,416.78,0.50,0.00,0.00
1596.14000,416.78,0.50,0.00,0.00
1596.16000,416.78,0.50,0.00,0.00
1596.18000,416.77,0.50,0.00,0.00
1596.20000,416.77,0.50,0.00,0.00
1596.22000,416.77,0.50,0.00,0.00
1596.24000,416.76,0.50,0.00,0.00
1596.26000,416.76,0.50,0.00,0.00
1596.28000,416.76,0.50,0.00,0.00
1596.30000,416.75,0.50,0.00,0.00
1596.32000,416.75,0.50,0.00,0.00
1596.34000,416.75,0.50,0.00,0.00
1596.36000,416.74,0.50,0.00,0.00
1596.38000,416.74,0.50,0.00,0.00
1596.40000,416.74,0.50,0.00,0.00
1596.42000,416.73,0.50,0.00,0.00
1596.44000,416.73,0.50,0.00,0.00
1596.46000,416.73,0.50,0.00,0.00
1596.48000,416.72,0.50,0.00,0.00
1596.50000,416.72,0.50,0.00,0.00
1596.52000,416.72,0.50,0.00,0.00
1596.54000,416.71,0.50,0.00,0.00
1596.56000,416.71,0.50,0.00,0.00
1596.58000,416.71,0.50,0.00,0.00
1596.60000,416.70,0.50,0.00,0.00
1596.62000,416.70,0.50,0.00,0.00
1596.64000,416.70,0.50,0.00,0.00
1596.66000,416.69,0.50,0.00,0.00
1596.68000,416.69,0.50,0.00,0.00
1596.70000,416.69,0.50,0.00,0.00
1596.72000,416.68,0.50,0.00,0.00
1596.74000,416.68,0.50,0.00,0.00
1596.76000,416.68,0.50,0.00,0.00
1596.78000,416.67,0.50,0.00,0.00
1596.80000,416.67,0.50,0.00,0.00
1596.82000,416.67,0.50,0.00,0.00
1596.84000,416.66,0.50,0.00,0.00
1596.86000,416.66,0.50,0.00,0.00
1596.88000,416.66,0.50,0.00,0.00
1596.90000,416.66,0.50,0.00,0.00
1596.92000,416.65,0.50,0.00,0.00
1596.94000,416.65,0.50,0.00,0.00
1596.96000,416.65,0.50,0.00,0.00
1596.98000,416.64,0.50,0.00,0.00
1597.00000,416.64,0.50,0.00,0.00
1597.02000,416.64,0.50,0.00,0.00
1597.04000,416.63,0.50,0.00,0.00
1597.06000,416.63,0.50,0.00,0.00
1597.08000,416.63,0.50,0.00,0.00
1597.10000,416.62,0.50,0.00,0.00
1597.12000,416.62,0.50,0.00,0.00
1597.14000,416.62,0.50,0.00,0.00
1597.16000,416.61,0.50,0.00,0.00
1597.18000,416.61,0.50,0.00,0.00
1597.20000,416.61,0.50,0.00,0.00
1597.22000,416.60,0.50,0.00,0.00
1597.24000,416.60,0.50,0.00,0.00
1597.26000,416.60,0.50,0.00,0.00
1597.28000,416.59,0.50,0.00,0.00
1597.30000,416.59,0.50,0.00,0.00
1597.32000,416.59,0.50,0.00,0.00
1597.34000,416.58,0.50,0.00,0.00
1597.36000,416.58,0.50,0.00,0.00
1597.38000,416.58,0.50,0.00,0.00
1597.40000,416.57,0.50,0.00,0.00
1597.42000,416.57,0.50,0.00,0.00
1597.44000,416.57,0.50,0.00,0.00
1597.46000,416.56,0.50,0.00,0.00
1597.48000,416.56,0.50,0.00,0.00
1597.50000,416.56,0.50,0.00,0.00
1597.52000,416.55,0.50,0.00,0.00
1597.54000,416.55,0.50,0.00,0.00
1597.56000,416.55,0.50,0.00,0.00
1597.58000,416.54,0.50,0.00,0.00
1597.60000,416.54,0.50,0.00,0.00
1597.62000,416.54,0.50,0.00,0.00
1597.64000,416.53,0.50,0.00,0.00
1597.66000,416.53,0.50,0.00,0.00
1597.68000,416.53,0.50,0.00,0.00
1597.70000,416.53,0.50,0.00,0.00
1597.72000,416.52,0.50,0.00,0.00
1597.74000,416.52,0.50,0.00,0.00
1597.76000,416.52,0.50,0.00,0.00
1597.78000,416.51,0.50,0.00,0.00
1597.80000,416.51,0.50,0.00,0.00
1597.82000,416.51,0.50,0.00,0.00
1597.84000,416.50,0.50,0.00,0.00
1597.86000,416.50,0.50,0.00,0.00
1597.88000,416.50,0.50,0.00,0.00
1597.90000,416.49,0.50,0.00,0.00
1597.92000,416.49,0.50,0.00,0.00
1597.94000,416.49,0.50,0.00,0.00
1597.96000,416.48,0.50,0.00,0.00
1597.98000,416.48,0.50,0.00,0.00
1598.00000,416.48,0.50,0.00,0.00
1598.02000,416.47,0.50,0.00,0.00
1598.04000,416.47,0.50,0.00,0.00
1598.06000,416.47,0.50,0.00,0.00
1598.08000,416.46,0.50,0.00,0.00
1598.10000,416.46,0.50,0.00,0.00
1598.12000,416.46,0.50,0.00,0.00
1598.14000,416.45,0.50,0.00,0.00
1598.16000,416.45,0.50,0.00,0.00
1598.18000,416.45,0.50,0.00,0.00
1598.20000,416.44,0.50,0.00,0.00
1598.22000,416.44,0.50,0.00,0.00
1598.24000,416.44,0.50,0.00,0.00
1598.26000,416.43,0.50,0.00,0.00
1598.28000,416.43,0.50,0.00,0.00
1598.30000,416.43,0.50,0.00,0.00
1598.32000,416.42,0.50,0.00,0.00
1598.34000,416.42,0.50,0.00,0.00
1598.36000,416.42,0.50,0.00,0.00
1598.38000,416.41,0.50,0.00,0.00
1598.40000,416.41,0.50,0.00,0.00
1598.42000,416.41,0.50,0.00,0.00
1598.44000,416.41,0.50,0.00,0.00
1598.46000,416.40,0.50,0.00,0.00
1598.48000,416.40,0.50,0.00,0.00
1598.50000,416.40,0.50,0.00,0.00
1598.52000,416.39,0.50,0.00,0.00
1598.54000,416.39,0.50,0.00,0.00
1598.56000,416.39,0.50,0.00,0.00
1598.58000,416.38,0.50,0.00,0.00
1598.60000,416.38,0.50,0.00,0.00
1598.62000,416.38,0.50,0.00,0.00
1598.64000,416.37,0.50,0.00,0.00
1598.66000,416.37,0.50,0.00,0.00
1598.68000,416.37,0.50,0.00,0.00
1598.70000,416.36,0.50,0.00,0.00
1598.72000,416.36,0.50,0.00,0.00
1598.74000,416.36,0.50,0.00,0.00
1598.76000,416.35,0.50,0.00,0.00
1598.78000,416.35,0.50,0.00,0.00
1598.80000,416.35,0.50,0.00,0.00
1598.82000,416.34,0.50,0.00,0.00
1598.84000,416.34,0.50,0.00,0.00
1598.86000,416.34,0.50,0.00,0.00
1598.88000,416.33,0.50,0.00,0.00
1598.90000,416.33,0.50,0.00,0.00
1598.92000,416.33,0.50,0.00,0.00
1598.94000,416.32,0.50,0.00,0.00
1598.96000,416.32,0.50,0.00,0.00
1598.98000,416.32,0.50,0.00,0.00
1599.00000,416.31,0.50,0.00,0.00
1599.02000,416.31,0.50,0.00,0.00
1599.04000,416.31,0.50,0.00,0.00
1599.06000,416.31,0.50,0.00,0.00
1599.08000,416.30,0.50,0.00,0.00
1599.10000,416.30,0.50,0.00,0.00
1599.12000,416.30,0.50,0.00,0.00
1599.14000,416.29,0.50,0.00,0.00
1599.16000,416.29,0.50,0.00,0.00
1599.18000,416.29,0.50,0.00,0.00
1599.20000,416.28,0.50,0.00,0.00
1599.22000,416.28,0.50,0.00,0.00
1599.24000,416.28,0.50,0.00,0.00
1599.26000,416.27,0.50,0.00,0.00
1599.28000,416.27,0.50,0.00,0.00
1599.30000,416.27,0.50,0.00,0.00
1599.32000,416.26,0.50,0.00,0.00
1599.34000,416.26,0.50,0.00,0.00
1599.36000,416.26,0.50,0.00,0.00
1599.38000,416.25,0.50,0.00,0.00
1599.40000,416.25,0.50,0.00,0.00
1599.42000,416.25,0.50,0.00,0.00
1599.44000,416.24,0.50,0.00,0.00
1599.46000,416.24,0.50,0.00,0.00
1599.48000,416.24,0.50,0.00,0.00
1599.50000,416.23,0.50,0.00,0.00
1599.52000,416.23,0.50,0.00,0.00
1599.54000,416.23,0.50,0.00,0.00
1599.56000,416.22,0.50,0.00,0.00
1599.58000,416.22,0.50,0.00,0.00
1599.60000,416.22,0.50,0.00,0.00
1599.62000,416.21,0.50,0.00,0.00
1599.64000,416.21,0.50,0.00,0.00
1599.66000,416.21,0.50,0.00,0.00
1599.68000,416.20,0.50,0.00,0.00
1599.70000,416.20,0.50,0.00,0.00
1599.72000,416.20,0.50,0.00,0.00
1599.74000,416.20,0.50,0.00,0.00
1599.76000,416.19,0.50,0.00,0.00
1599.78000,416.19,0.50,0.00,0.00
1599.80000,416.19,0.50,0.00,0.00
1599.82000,416.18,0.50,0.00,0.00
1599.84000,416.18,0.50,0.00,0.00
1599.86000,416.18,0.50,0.00,0.00
1599.88000,416.17,0.50,0.00,0.00
1599.90000,416.17,0.50,0.00,0.00
1599.92000,416.17,0.50,0.00,0.00
1599.94000,416.16,0.50,0.00,0.00
1599.96000,416.16,0.50,0.00,0.00
1599.98000,416.16,0.50,0.00,0.00
1600.00000,416.15,0.50,0.00,0.00
1600.02000,416.15,0.50,0.00,0.00
1600.04000,416.15,0.50,0.00,0.00
1600.06000,416.14,0.50,0.00,0.00
1600.08000,416.14,0.50,0.00,0.00
1600.10000,416.14,0.50,0.00,0.00
1600.12000,416.13,0.50,0.00,0.00
1600.14000,416.13,0.50,0.00,0.00
1600.16000,416.13,0.50,0.00,0.00
1600.18000,416.12,0.50,0.00,0.00
1600.20000,416.12,0.50,0.00,0.00
1600.22000,416.12,0.50,0.00,0.00
1600.24000,416.11,0.50,0.00,0.00
1600.26000,416.11,0.50,0.00,0.00
1600.28000,416.11,0.50,0.00,0.00
1600.30000,416.11,0.50,0.00,0.00
1600.32000,416.10,0.50,0.00,0.00
1600.34000,416.10,0.50,0.00,0.00
1600.36000,416.10,0.50,0.00,0.00
1600.38000,416.09,0.50,0.00,0.00
1600.40000,416.09,0.50,0.00,0.00
1600.42000,416.09,0.50,0.00,0.00
1600.44000,416.08,0.50,0.00,0.00
1600.46000,416.08,0.50,0.00,0.00
1600.48000,416.08,0.50,0.00,0.00
1600.50000,416.07,0.50,0.00,0.00
1600.52000,416.07,0.50,0.00,0.00
1600.54000,416.07,0.50,0.00,0.00
1600.56000,416.06,0.50,0.00,0.00
1600.58000,416.06,0.50,0.00,0.00
1600.60000,416.06,0.50,0.00,0.00
1600.62000,416.05,0.50,0.00,0.00
1600.64000,416.05,0.50,0.00,0.00
1600.66000,416.05,0.50,0.00,0.00
1600.68000,416.04,0.50,0.00,0.00
1600.70000,416.04,0.50,0.00,0.00
1600.72000,416.04,0.50,0.00,0.00
1600.74000,416.03,0.50,0.00,0.00
1600.76000,416.03,0.50,0.00,0.00
1600.78000,416.03,0.50,0.00,0.00
1600.80000,416.02,0.50,0.00,0.00
1600.82000,416.02,0.50,0.00,0.00
1600.84000,416.02,0.50,0.00,0.00
1600.86000,416.01,0.50,0.00,0.00
1600.88000,416.01,0.50,0.00,0.00
1600.90000,416.01,0.50,0.00,0.00
1600.92000,416.01,0.50,0.00,0.00
1600.94000,416.00,0.50,0.00,0.00
1600.96000,416.00,0.50,0.00,0.00
1600.98000,416.00,0.50,0.00,0.00
1601.00000,415.99,0.50,0.00,0.00
1601.02000,415.99,0.50,0.00,0.00
1601.04000,415.99,0.50,0.00,0.00
1601.06000,415.98,0.50,0.00,0.00
1601.08000,415.98,0.50,0.00,0.00
1601.10000,415.98,0.50,0.00,0.00
1601.12000,415.97,0.50,0.00,0.00
1601.14000,415.97,0.50,0.00,0.00
1601.16000,415.97,0.50,0.00,0.00
1601.18000,415.96,0.50,0.00,0.00
1601.20000,415.96,0.50,0.00,0.00
1601.22000,415.96,0.50,0.00,0.00
1601.24000,415.95,0.50,0.00,0.00
1601.26000,415.95,0.50,0.00,0.00
1601.28000,415.95,0.50,0.00,0.00
1601.30000,415.94,0.50,0.00,0.00
1601.32000,415.94,0.50,0.00,0.00
1601.34000,415.94,0.50,0.00,0.00
1601.36000,415.93,0.50,0.00,0.00
1601.38000,415.93,0.50,0.00,0.00
1601.40000,415.93,0.50,0.00,0.00
1601.42000,415.92,0.50,0.00,0.00
1601.44000,415.92,0.50,0.00,0.00
1601.46000,415.92,0.50,0.00,0.00
1601.48000,415.92,0.50,0.00,0.00
1601.50000,415.91,0.50,0.00,0.00
1601.52000,415.91,0.50,0.00,0.00
1601.54000,415.91,0.50,0.00,0.00
1601.56000,415.90,0.50,0.00,0.00
1601.58000,415.90,0.50,0.00,0.00
1601.60000,415.90,0.50,0.00,0.00
1601.62000,415.89,0.50,0.00,0.00
1601.64000,415.89,0.50,0.00,0.00
1601.66000,415.89,0.50,0.00,0.00
1601.68000,415.88,0.50,0.00,0.00
1601.70000,415.88,0.50,0.00,0.00
1601.72000,415.88,0.50,0.00,0.00
1601.74000,415.87,0.50,0.00,0.00
1601.76000,415.87,0.50,0.00,0.00
1601.78000,415.87,0.50,0.00,0.00
1601.80000,415.86,0.50,0.00,0.00
1601.82000,415.86,0.50,0.00,0.00
1601.84000,415.86,0.50,0.00,0.00
1601.86000,415.85,0.50,0.00,0.00
1601.88000,415.85,0.50,0.00,0.00
1601.90000,415.85,0.50,0.00,0.00
1601.92000,415.84,0.50,0.00,0.00
1601.94000,415.84,0.50,0.00,0.00
1601.96000,415.84,0.50,0.00,0.00
1601.98000,415.84,0.50,0.00,0.00
1602.00000,415.83,0.50,0.00,0.00
1602.02000,415.83,0.50,0.00,0.00
1602.04000,415.83,0.50,0.00,0.00
1602.06000,415.82,0.50,0.00,0.00
1602.08000,415.82,0.50,0.00,0.00
1602.10000,415.82,0.50,0.00,0.00
1602.12000,415.81,0.50,0.00,0.00
1602.14000,415.81,0.50,0.00,0.00
1602.16000,415.81,0.50,0.00,0.00
1602.18000,415.80,0.50,0.00,0.00
1602.20000,415.80,0.50,0.00,0.00
1602.22000,415.80,0.50,0.00,0.00
1602.24000,415.79,0.50,0.00,0.00
1602.26000,415.79,0.50,0.00,0.00
1602.28000,415.79,0.50,0.00,0.00
1602.30000,415.78,0.50,0.00,0.00
1602.32000,415.78,0.50,0.00,0.00
1602.34000,415.78,0.50,0.00,0.00
1602.36000,415.77,0.50,0.00,0.00
1602.38000,415.77,0.50,0.00,0.00
1602.40000,415.77,0.50,0.00,0.00
1602.42000,415.76,0.50,0.00,0.00
1602.44000,415.76,0.50,0.00,0.00
1602.46000,415.76,0.50,0.00,0.00
1602.48000,415.76,0.50,0.00,0.00
1602.50000,415.75,0.50,0.00,0.00
1602.52000,415.75,0.50,0.00,0.00
1602.54000,415.75,0.50,0.00,0.00
1602.56000,415.74,0.50,0.00,0.00
1602.58000,415.74,0.50,0.00,0.00
1602.60000,415.74,0.50,0.00,0.00
1602.62000,415.73,0.50,0.00,0.00
1602.64000,415.73,0.50,0.00,0.00
1602.66000,415.73,0.50,0.00,0.00
1602.68000,415.72,0.50,0.00,0.00
1602.70000,415.72,0.50,0.00,0.00
1602.72000,415.72,0.50,0.00,0.00
1602.74000,415.71,0.50,0.00,0.00
1602.76000,415.71,0.50,0.00,0.00
1602.78000,415.71,0.50,0.00,0.00
1602.80000,415.70,0.50,0.00,0.00
1602.82000,415.70,0.50,0.00,0.00
1602.84000,415.70,0.50,0.00,0.00
1602.86000,415.69,0.50,0.00,0.00
1602.88000,415.69,0.50,0.00,0.00
1602.90000,415.69,0.50,0.00,0.00
1602.92000,415.68,0.50,0.00,0.00
1602.94000,415.68,0.50,0.00,0.00
1602.96000,415.68,0.50,0.00,0.00
1602.98000,415.68,0.50,0.00,0.00
1603.00000,415.67,0.50,0.00,0.00
1603.02000,415.67,0.50,0.00,0.00
1603.04000,415.67,0.50,0.00,0.00
1603.06000,415.66,0.50,0.00,0.00
1603.08000,415.66,0.50,0.00,0.00
1603.10000,415.66,0.50,0.00,0.00
1603.12000,415.65,0.50,0.00,0.00
1603.14000,415.65,0.50,0.00,0.00
1603.16000,415.65,0.50,0.00,0.00
1603.18000,415.64,0.50,0.00,0.00
1603.20000,415.64,0.50,0.00,0.00
1603.22000,415.64,0.50,0.00,0.00
1603.24000,415.63,0.50,0.00,0.00
1603.26000,415.63,0.50,0.00,0.00
1603.28000,415.63,0.50,0.00,0.00
1603.30000,415.62,0.50,0.00,0.00
1603.32000,415.62,0.50,0.00,0.00
1603.34000,415.62,0.50,0.00,0.00
