Cs1,6s1/2,,,
Wavelength,alpha_0,Uncertainty,alpha_2,Uncertainty
1881.37400,502.98,0.69,0.00,0.00
1881.39400,502.98,0.69,0.00,0.00
1881.41400,502.98,0.69,0.00,0.00
1881.43400,502.97,0.69,0.00,0.00
1881.45400,502.97,0.69,0.00,0.00
1881.47400,502.97,0.69,0.00,0.00
1881.49400,502.97,0.69,0.00,0.00
1881.51400,502.96,0.69,0.00,0.00
1881.53400,502.96,0.69,0.00,0.00
1881.55400,502.96,0.69,0.00,0.00
1881.57400,502.96,0.69,0.00,0.00
1881.59400,502.95,0.69,0.00,0.00
1881.61400,502.95,0.69,0.00,0.00
1881.63400,502.95,0.69,0.00,0.00
1881.65400,502.94,0.69,0.00,0.00
1881.67400,502.94,0.69,0.00,0.00
1881.69400,502.94,0.69,0.00,0.00
1881.71400,502.94,0.69,0.00,0.00
1881.73400,502.93,0.69,0.00,0.00
1881.75400,502.93,0.69,0.00,0.00
1881.77400,502.93,0.69,0.00,0.00
1881.79400,502.92,0.69,0.00,0.00
1881.81400,502.92,0.69,0.00,0.00
1881.83400,502.92,0.69,0.00,0.00
1881.85400,502.92,0.69,0.00,0.00
1881.87400,502.91,0.69,0.00,0.00
1881.89400,502.91,0.69,0.00,0.00
1881.91400,502.91,0.69,0.00,0.00
1881.93400,502.90,0.69,0.00,0.00
1881.95400,502.90,0.69,0.00,0.00
1881.97400,502.90,0.69,0.00,0.00
1881.99400,502.90,0.69,0.00,0.00
1882.01400,502.89,0.69,0.00,0.00
1882.03400,502.89,0.69,0.00,0.00
1882.05400,502.89,0.69,0.00,0.00
1882.07400,502.89,0.69,0.00,0.00
1882.09400,502.88,0.69,0.00,0.00
1882.11400,502.88,0.69,0.00,0.00
1882.13400,502.88,0.69,0.00,0.00
1882.15400,502.87,0.69,0.00,0.00
1882.17400,502.87,0.69,0.00,0.00
1882.19400,502.87,0.69,0.00,0.00
1882.21400,502.87,0.69,0.00,0.00
1882.23400,502.86,0.69,0.00,0.00
1882.25400,502.86,0.69,0.00,0.00
1882.27400,502.86,0.69,0.00,0.00
1882.29400,502.85,0.69,0.00,0.00
1882.31400,502.85,0.69,0.00,0.00
1882.33400,502.85,0.69,0.00,0.00
1882.35400,502.85,0.69,0.00,0.00
1882.37400,502.84,0.69,0.00,0.00
1882.39400,502.84,0.69,0.00,0.00
1882.41400,502.84,0.69,0.00,0.00
1882.43400,502.84,0.69,0.00,0.00
1882.45400,502.83,0.69,0.00,0.00
1882.47400,502.83,0.69,0.00,0.00
1882.49400,502.83,0.69,0.00,0.00
1882.51400,502.82,0.69,0.00,0.00
1882.53400,502.82,0.69,0.00,0.00
1882.55400,502.82,0.69,0.00,0.00
1882.57400,502.82,0.69,0.00,0.00
1882.59400,502.81,0.69,0.00,0.00
1882.61400,502.81,0.69,0.00,0.00
1882.63400,502.81,0.69,0.00,0.00
1882.65400,502.80,0.69,0.00,0.00
1882.67400,502.80,0.69,0.00,0.00
1882.69400,502.80,0.69,0.00,0.00
1882.71400,502.80,0.69,0.00,0.00
1882.73400,502.79,0.69,0.00,0.00
1882.75400,502.79,0.69,0.00,0.00
1882.77400,502.79,0.69,0.00,0.00
1882.79400,502.78,0.69,0.00,0.00
1882.81400,502.78,0.69,0.00,0.00
1882.83400,502.78,0.69,0.00,0.00
1882.85400,502.78,0.69,0.00,0.00
1882.87400,502.77,0.69,0.00,0.00
1882.89400,502.77,0.69,0.00,0.00
1882.91400,502.77,0.69,0.00,0.00
1882.93400,502.77,0.69,0.00,0.00
1882.95400,502.76,0.69,0.00,0.00
1882.97400,502.76,0.69,0.00,0.00
1882.99400,502.76,0.69,0.00,0.00
1883.01400,502.75,0.69,0.00,0.00
1883.03400,502.75,0.69,0.00,0.00
1883.05400,502.75,0.69,0.00,0.00
1883.07400,502.75,0.69,0.00,0.00
1883.09400,502.74,0.69,0.00,0.00
1883.11400,502.74,0.69,0.00,0.00
1883.13400,502.74,0.69,0.00,0.00
1883.15400,502.73,0.69,0.00,0.00
1883.17400,502.73,0.69,0.00,0.00
1883.19400,502.73,0.69,0.00,0.00
1883.21400,502.73,0.69,0.00,0.00
1883.23400,502.72,0.69,0.00,0.00
1883.25400,502.72,0.69,0.00,0.00
1883.27400,502.72,0.69,0.00,0.00
1883.29400,502.72,0.69,0.00,0.00
1883.31400,502.71,0.69,0.00,0.00
1883.33400,502.71,0.69,0.00,0.00
1883.35400,502.71,0.69,0.00,0.00
1883.37400,502.70,0.69,0.00,0.00
1883.39400,502.70,0.69,0.00,0.00
1883.41400,502.70,0.69,0.00,0.00
1883.43400,502.70,0.69,0.00,0.00
1883.45400,502.69,0.69,0.00,0.00
1883.47400,502.69,0.69,0.00,0.00
1883.49400,502.69,0.69,0.00,0.00
1883.51400,502.68,0.69,0.00,0.00
1883.53400,502.68,0.69,0.00,0.00
1883.55400,502.68,0.69,0.00,0.00
1883.57400,502.68,0.69,0.00,0.00
1883.59400,502.67,0.69,0.00,0.00
1883.61400,502.67,0.69,0.00,0.00
1883.63400,502.67,0.69,0.00,0.00
1883.65400,502.67,0.69,0.00,0.00
1883.67400,502.66,0.69,0.00,0.00
1883.69400,502.66,0.69,0.00,0.00
1883.71400,502.66,0.69,0.00,0.00
1883.73400,502.65,0.69,0.00,0.00
1883.75400,502.65,0.69,0.00,0.00
1883.77400,502.65,0.69,0.00,0.00
1883.79400,502.65,0.69,0.00,0.00
1883.81400,502.64,0.69,0.00,0.00
1883.83400,502.64,0.69,0.00,0.00
1883.85400,502.64,0.69,0.00,0.00
1883.87400,502.63,0.69,0.00,0.00
1883.89400,502.63,0.69,0.00,0.00
1883.91400,502.63,0.69,0.00,0.00
1883.93400,502.63,0.69,0.00,0.00
1883.95400,502.62,0.69,0.00,0.00
1883.97400,502.62,0.69,0.00,0.00
1883.99400,502.62,0.69,0.00,0.00
1884.01400,502.62,0.69,0.00,0.00
1884.03400,502.61,0.69,0.00,0.00
1884.05400,502.61,0.69,0.00,0.00
1884.07400,502.61,0.69,0.00,0.00
1884.09400,502.60,0.69,0.00,0.00
1884.11400,502.60,0.69,0.00,0.00
1884.13400,502.60,0.69,0.00,0.00
1884.15400,502.60,0.69,0.00,0.00
1884.17400,502.59,0.69,0.00,0.00
1884.19400,502.59,0.69,0.00,0.00
1884.21400,502.59,0.69,0.00,0.00
1884.23400,502.58,0.69,0.00,0.00
1884.25400,502.58,0.69,0.00,0.00
1884.27400,502.58,0.69,0.00,0.00
1884.29400,502.58,0.69,0.00,0.00
1884.31400,502.57,0.69,0.00,0.00
1884.33400,502.57,0.69,0.00,0.00
1884.35400,502.57,0.69,0.00,0.00
1884.37400,502.57,0.69,0.00,0.00
1884.39400,502.56,0.69,0.00,0.00
1884.41400,502.56,0.69,0.00,0.00
1884.43400,502.56,0.69,0.00,0.00
1884.45400,502.55,0.69,0.00,0.00
1884.47400,502.55,0.69,0.00,0.00
1884.49400,502.55,0.69,0.00,0.00
1884.51400,502.55,0.69,0.00,0.00
1884.53400,502.54,0.69,0.00,0.00
1884.55400,502.54,0.69,0.00,0.00
1884.57400,502.54,0.69,0.00,0.00
1884.59400,502.53,0.69,0.00,0.00
1884.61400,502.53,0.69,0.00,0.00
1884.63400,502.53,0.69,0.00,0.00
1884.65400,502.53,0.69,0.00,0.00
1884.67400,502.52,0.69,0.00,0.00
1884.69400,502.52,0.69,0.00,0.00
1884.71400,502.52,0.69,0.00,0.00
1884.73400,502.52,0.69,0.00,0.00
1884.75400,502.51,0.69,0.00,0.00
1884.77400,502.51,0.69,0.00,0.00
1884.79400,502.51,0.69,0.00,0.00
1884.81400,502.50,0.69,0.00,0.00
1884.83400,502.50,0.69,0.00,0.00
1884.85400,502.50,0.69,0.00,0.00
1884.87400,502.50,0.69,0.00,0.00
1884.89400,502.49,0.69,0.00,0.00
1884.91400,502.49,0.69,0.00,0.00
1884.93400,502.49,0.69,0.00,0.00
1884.95400,502.48,0.69,0.00,0.00
1884.97400,502.48,0.69,0.00,0.00
1884.99400,502.48,0.69,0.00,0.00
1885.01400,502.48,0.69,0.00,0.00
1885.03400,502.47,0.69,0.00,0.00
1885.05400,502.47,0.69,0.00,0.00
1885.07400,502.47,0.69,0.00,0.00
1885.09400,502.47,0.69,0.00,0.00
1885.11400,502.46,0.69,0.00,0.00
1885.13400,502.46,0.69,0.00,0.00
1885.15400,502.46,0.69,0.00,0.00
1885.17400,502.45,0.69,0.00,0.00
1885.19400,502.45,0.69,0.00,0.00
1885.21400,502.45,0.69,0.00,0.00
1885.23400,502.45,0.69,0.00,0.00
1885.25400,502.44,0.69,0.00,0.00
1885.27400,502.44,0.69,0.00,0.00
1885.29400,502.44,0.69,0.00,0.00
1885.31400,502.43,0.69,0.00,0.00
1885.33400,502.43,0.69,0.00,0.00
1885.35400,502.43,0.69,0.00,0.00
1885.37400,502.43,0.69,0.00,0.00
1885.39400,502.42,0.69,0.00,0.00
1885.41400,502.42,0.69,0.00,0.00
1885.43400,502.42,0.69,0.00,0.00
1885.45400,502.42,0.69,0.00,0.00
1885.47400,502.41,0.69,0.00,0.00
1885.49400,502.41,0.69,0.00,0.00
1885.51400,502.41,0.69,0.00,0.00
1885.53400,502.40,0.69,0.00,0.00
1885.55400,502.40,0.69,0.00,0.00
1885.57400,502.40,0.69,0.00,0.00
1885.59400,502.40,0.69,0.00,0.00
1885.61400,502.39,0.69,0.00,0.00
1885.63400,502.39,0.69,0.00,0.00
1885.65400,502.39,0.69,0.00,0.00
1885.67400,502.39,0.69,0.00,0.00
1885.69400,502.38,0.69,0.00,0.00
1885.71400,502.38,0.69,0.00,0.00
1885.73400,502.38,0.69,0.00,0.00
1885.75400,502.37,0.69,0.00,0.00
1885.77400,502.37,0.69,0.00,0.00
1885.79400,502.37,0.69,0.00,0.00
1885.81400,502.37,0.69,0.00,0.00
1885.83400,502.36,0.69,0.00,0.00
1885.85400,502.36,0.69,0.00,0.00
1885.87400,502.36,0.69,0.00,0.00
1885.89400,502.35,0.69,0.00,0.00
1885.91400,502.35,0.69,0.00,0.00
1885.93400,502.35,0.69,0.00,0.00
1885.95400,502.35,0.69,0.00,0.00
1885.97400,502.34,0.69,0.00,0.00
1885.99400,502.34,0.69,0.00,0.00
1886.01400,502.34,0.69,0.00,0.00
1886.03400,502.34,0.69,0.00,0.00
1886.05400,502.33,0.69,0.00,0.00
1886.07400,502.33,0.69,0.00,0.00
1886.09400,502.33,0.69,0.00,0.00
1886.11400,502.32,0.69,0.00,0.00
1886.13400,502.32,0.69,0.00,0.00
1886.15400,502.32,0.69,0.00,0.00
1886.17400,502.32,0.69,0.00,0.00
1886.19400,502.31,0.69,0.00,0.00
1886.21400,502.31,0.69,0.00,0.00
1886.23400,502.31,0.69,0.00,0.00
1886.25400,502.30,0.69,0.00,0.00
1886.27400,502.30,0.69,0.00,0.00
1886.29400,502.30,0.69,0.00,0.00
1886.31400,502.30,0.69,0.00,0.00
1886.33400,502.29,0.69,0.00,0.00
1886.35400,502.29,0.69,0.00,0.00
1886.37400,502.29,0.69,0.00,0.00
1886.39400,502.29,0.69,0.00,0.00
1886.41400,502.28,0.69,0.00,0.00
1886.43400,502.28,0.69,0.00,0.00
1886.45400,502.28,0.69,0.00,0.00
1886.47400,502.27,0.69,0.00,0.00
1886.49400,502.27,0.69,0.00,0.00
1886.51400,502.27,0.69,0.00,0.00
1886.53400,502.27,0.69,0.00,0.00
1886.55400,502.26,0.69,0.00,0.00
1886.57400,502.26,0.69,0.00,0.00
1886.59400,502.26,0.69,0.00,0.00
1886.61400,502.26,0.69,0.00,0.00
1886.63400,502.25,0.69,0.00,0.00
1886.65400,502.25,0.69,0.00,0.00
1886.67400,502.25,0.69,0.00,0.00
1886.69400,502.24,0.69,0.00,0.00
1886.71400,502.24,0.69,0.00,0.00
1886.73400,502.24,0.69,0.00,0.00
1886.75400,502.24,0.69,0.00,0.00
1886.77400,502.23,0.69,0.00,0.00
1886.79400,502.23,0.69,0.00,0.00
1886.81400,502.23,0.69,0.00,0.00
1886.83400,502.22,0.69,0.00,0.00
1886.85400,502.22,0.69,0.00,0.00
1886.87400,502.22,0.69,0.00,0.00
1886.89400,502.22,0.69,0.00,0.00
1886.91400,502.21,0.69,0.00,0.00
1886.93400,502.21,0.69,0.00,0.00
1886.95400,502.21,0.69,0.00,0.00
1886.97400,502.21,0.69,0.00,0.00
1886.99400,502.20,0.69,0.00,0.00
1887.01400,502.20,0.69,0.00,0.00
1887.03400,502.20,0.69,0.00,0.00
1887.05400,502.19,0.69,0.00,0.00
1887.07400,502.19,0.69,0.00,0.00
1887.09400,502.19,0.69,0.00,0.00
1887.11400,502.19,0.69,0.00,0.00
1887.13400,502.18,0.69,0.00,0.00
1887.15400,502.18,0.69,0.00,0.00
1887.17400,502.18,0.69,0.00,0.00
1887.19400,502.18,0.69,0.00,0.00
1887.21400,502.17,0.69,0.00,0.00
1887.23400,502.17,0.69,0.00,0.00
1887.25400,502.17,0.69,0.00,0.00
1887.27400,502.16,0.69,0.00,0.00
1887.29400,502.16,0.69,0.00,0.00
1887.31400,502.16,0.69,0.00,0.00
1887.33400,502.16,0.69,0.00,0.00
1887.35400,502.15,0.69,0.00,0.00
1887.37400,502.15,0.69,0.00,0.00
1887.39400,502.15,0.69,0.00,0.00
1887.41400,502.14,0.69,0.00,0.00
1887.43400,502.14,0.69,0.00,0.00
1887.45400,502.14,0.69,0.00,0.00
1887.47400,502.14,0.69,0.00,0.00
1887.49400,502.13,0.69,0.00,0.00
1887.51400,502.13,0.69,0.00,0.00
1887.53400,502.13,0.69,0.00,0.00
1887.55400,502.13,0.69,0.00,0.00
1887.57400,502.12,0.69,0.00,0.00
1887.59400,502.12,0.69,0.00,0.00
1887.61400,502.12,0.69,0.00,0.00
1887.63400,502.11,0.69,0.00,0.00
1887.65400,502.11,0.69,0.00,0.00
1887.67400,502.11,0.69,0.00,0.00
1887.69400,502.11,0.69,0.00,0.00
1887.71400,502.10,0.69,0.00,0.00
1887.73400,502.10,0.69,0.00,0.00
1887.75400,502.10,0.69,0.00,0.00
1887.77400,502.10,0.69,0.00,0.00
1887.79400,502.09,0.69,0.00,0.00
1887.81400,502.09,0.69,0.00,0.00
1887.83400,502.09,0.69,0.00,0.00
1887.85400,502.08,0.69,0.00,0.00
1887.87400,502.08,0.69,0.00,0.00
1887.89400,502.08,0.69,0.00,0.00
1887.91400,502.08,0.69,0.00,0.00
1887.93400,502.07,0.69,0.00,0.00
1887.95400,502.07,0.69,0.00,0.00
1887.97400,502.07,0.69,0.00,0.00
1887.99400,502.06,0.69,0.00,0.00
1888.01400,502.06,0.69,0.00,0.00
1888.03400,502.06,0.69,0.00,0.00
1888.05400,502.06,0.69,0.00,0.00
1888.07400,502.05,0.69,0.00,0.00
1888.09400,502.05,0.69,0.00,0.00
1888.11400,502.05,0.69,0.00,0.00
1888.13400,502.05,0.69,0.00,0.00
1888.15400,502.04,0.69,0.00,0.00
1888.17400,502.04,0.69,0.00,0.00
1888.19400,502.04,0.69,0.00,0.00
1888.21400,502.03,0.69,0.00,0.00
1888.23400,502.03,0.69,0.00,0.00
1888.25400,502.03,0.69,0.00,0.00
1888.27400,502.03,0.69,0.00,0.00
1888.29400,502.02,0.69,0.00,0.00
1888.31400,502.02,0.69,0.00,0.00
1888.33400,502.02,0.69,0.00,0.00
1888.35400,502.02,0.69,0.00,0.00
1888.37400,502.01,0.69,0.00,0.00
1888.39400,502.01,0.69,0.00,0.00
1888.41400,502.01,0.69,0.00,0.00
1888.43400,502.00,0.69,0.00,0.00
1888.45400,502.00,0.69,0.00,0.00
1888.47400,502.00,0.69,0.00,0.00
1888.49400,502.00,0.69,0.00,0.00
1888.51400,501.99,0.69,0.00,0.00
1888.53400,501.99,0.69,0.00,0.00
1888.55400,501.99,0.69,0.00,0.00
1888.57400,501.99,0.69,0.00,0.00
1888.59400,501.98,0.69,0.00,0.00
1888.61400,501.98,0.69,0.00,0.00
1888.63400,501.98,0.69,0.00,0.00
1888.65400,501.97,0.69,0.00,0.00
1888.67400,501.97,0.69,0.00,0.00
1888.69400,501.97,0.69,0.00,0.00
1888.71400,501.97,0.69,0.00,0.00
1888.73400,501.96,0.69,0.00,0.00
1888.75400,501.96,0.69,0.00,0.00
1888.77400,501.96,0.69,0.00,0.00
1888.79400,501.95,0.69,0.00,0.00
1888.81400,501.95,0.69,0.00,0.00
1888.83400,501.95,0.69,0.00,0.00
1888.85400,501.95,0.69,0.00,0.00
1888.87400,501.94,0.69,0.00,0.00
1888.89400,501.94,0.69,0.00,0.00
1888.91400,501.94,0.69,0.00,0.00
1888.93400,501.94,0.69,0.00,0.00
1888.95400,501.93,0.69,0.00,0.00
1888.97400,501.93,0.69,0.00,0.00
1888.99400,501.93,0.69,0.00,0.00
1889.01400,501.92,0.69,0.00,0.00
1889.03400,501.92,0.69,0.00,0.00
1889.05400,501.92,0.69,0.00,0.00
1889.07400,501.92,0.69,0.00,0.00
1889.09400,501.91,0.69,0.00,0.00
1889.11400,501.91,0.69,0.00,0.00
1889.13400,501.91,0.69,0.00,0.00
1889.15400,501.91,0.69,0.00,0.00
1889.17400,501.90,0.69,0.00,0.00
1889.19400,501.90,0.69,0.00,0.00
1889.21400,501.90,0.69,0.00,0.00
1889.23400,501.89,0.69,0.00,0.00
1889.25400,501.89,0.69,0.00,0.00
1889.27400,501.89,0.69,0.00,0.00
1889.29400,501.89,0.69,0.00,0.00
1889.31400,501.88,0.69,0.00,0.00
1889.33400,501.88,0.69,0.00,0.00
1889.35400,501.88,0.69,0.00,0.00
1889.37400,501.88,0.69,0.00,0.00
1889.39400,501.87,0.69,0.00,0.00
1889.41400,501.87,0.69,0.00,0.00
1889.43400,501.87,0.69,0.00,0.00
1889.45400,501.86,0.69,0.00,0.00
1889.47400,501.86,0.69,0.00,0.00
1889.49400,501.86,0.69,0.00,0.00
1889.51400,501.86,0.69,0.00,0.00
1889.53400,501.85,0.69,0.00,0.00
1889.55400,501.85,0.69,0.00,0.00
1889.57400,501.85,0.69,0.00,0.00
1889.59400,501.84,0.69,0.00,0.00
1889.61400,501.84,0.69,0.00,0.00
1889.63400,501.84,0.69,0.00,0.00
1889.65400,501.84,0.69,0.00,0.00
1889.67400,501.83,0.69,0.00,0.00
1889.69400,501.83,0.69,0.00,0.00
1889.71400,501.83,0.69,0.00,0.00
1889.73400,501.83,0.69,0.00,0.00
1889.75400,501.82,0.69,0.00,0.00
1889.77400,501.82,0.69,0.00,0.00
1889.79400,501.82,0.69,0.00,0.00
1889.81400,501.81,0.69,0.00,0.00
1889.83400,501.81,0.69,0.00,0.00
1889.85400,501.81,0.69,0.00,0.00
1889.87400,501.81,0.69,0.00,0.00
1889.89400,501.80,0.69,0.00,0.00
1889.91400,501.80,0.69,0.00,0.00
1889.93400,501.80,0.69,0.00,0.00
1889.95400,501.80,0.69,0.00,0.00
1889.97400,501.79,0.69,0.00,0.00
1889.99400,501.79,0.69,0.00,0.00
1890.01400,501.79,0.69,0.00,0.00
1890.03400,501.78,0.69,0.00,0.00
1890.05400,501.78,0.69,0.00,0.00
1890.07400,501.78,0.69,0.00,0.00
1890.09400,501.78,0.69,0.00,0.00
1890.11400,501.77,0.69,0.00,0.00
1890.13400,501.77,0.69,0.00,0.00
1890.15400,501.77,0.69,0.00,0.00
1890.17400,501.77,0.69,0.00,0.00
1890.19400,501.76,0.69,0.00,0.00
1890.21400,501.76,0.69,0.00,0.00
1890.23400,501.76,0.69,0.00,0.00
1890.25400,501.75,0.69,0.00,0.00
1890.27400,501.75,0.69,0.00,0.00
1890.29400,501.75,0.69,0.00,0.00
1890.31400,501.75,0.69,0.00,0.00
1890.33400,501.74,0.69,0.00,0.00
1890.35400,501.74,0.69,0.00,0.00
1890.37400,501.74,0.69,0.00,0.00
1890.39400,501.74,0.69,0.00,0.00
1890.41400,501.73,0.69,0.00,0.00
1890.43400,501.73,0.69,0.00,0.00
1890.45400,501.73,0.69,0.00,0.00
1890.47400,501.72,0.69,0.00,0.00
1890.49400,501.72,0.69,0.00,0.00
1890.51400,501.72,0.69,0.00,0.00
1890.53400,501.72,0.69,0.00,0.00
1890.55400,501.71,0.69,0.00,0.00
1890.57400,501.71,0.69,0.00,0.00
1890.59400,501.71,0.69,0.00,0.00
1890.61400,501.71,0.69,0.00,0.00
1890.63400,501.70,0.69,0.00,0.00
1890.65400,501.70,0.69,0.00,0.00
1890.67400,501.70,0.69,0.00,0.00
1890.69400,501.69,0.69,0.00,0.00
1890.71400,501.69,0.69,0.00,0.00
1890.73400,501.69,0.69,0.00,0.00
1890.75400,501.69,0.69,0.00,0.00
1890.77400,501.68,0.69,0.00,0.00
1890.79400,501.68,0.69,0.00,0.00
1890.81400,501.68,0.69,0.00,0.00
1890.83400,501.67,0.69,0.00,0.00
1890.85400,501.67,0.69,0.00,0.00
1890.87400,501.67,0.69,0.00,0.00
1890.89400,501.67,0.69,0.00,0.00
1890.91400,501.66,0.69,0.00,0.00
1890.93400,501.66,0.69,0.00,0.00
1890.95400,501.66,0.69,0.00,0.00
1890.97400,501.66,0.69,0.00,0.00
1890.99400,501.65,0.69,0.00,0.00
1891.01400,501.65,0.69,0.00,0.00
1891.03400,501.65,0.69,0.00,0.00
1891.05400,501.64,0.69,0.00,0.00
1891.07400,501.64,0.69,0.00,0.00
1891.09400,501.64,0.69,0.00,0.00
1891.11400,501.64,0.69,0.00,0.00
1891.13400,501.63,0.69,0.00,0.00
1891.15400,501.63,0.69,0.00,0.00
1891.17400,501.63,0.69,0.00,0.00
1891.19400,501.63,0.69,0.00,0.00
1891.21400,501.62,0.69,0.00,0.00
1891.23400,501.62,0.69,0.00,0.00
1891.25400,501.62,0.69,0.00,0.00
1891.27400,501.61,0.69,0.00,0.00
1891.29400,501.61,0.69,0.00,0.00
1891.31400,501.61,0.69,0.00,0.00
1891.33400,501.61,0.69,0.00,0.00
1891.35400,501.60,0.69,0.00,0.00
1891.37400,501.60,0.69,0.00,0.00
1891.39400,501.60,0.69,0.00,0.00
1891.41400,501.60,0.69,0.00,0.00
1891.43400,501.59,0.69,0.00,0.00
1891.45400,501.59,0.69,0.00,0.00
1891.47400,501.59,0.69,0.00,0.00
1891.49400,501.58,0.69,0.00,0.00
1891.51400,501.58,0.69,0.00,0.00
1891.53400,501.58,0.69,0.00,0.00
1891.55400,501.58,0.69,0.00,0.00
1891.57400,501.57,0.69,0.00,0.00
1891.59400,501.57,0.69,0.00,0.00
1891.61400,501.57,0.69,0.00,0.00
1891.63400,501.57,0.69,0.00,0.00
1891.65400,501.56,0.69,0.00,0.00
1891.67400,501.56,0.69,0.00,0.00
1891.69400,501.56,0.69,0.00,0.00
1891.71400,501.55,0.69,0.00,0.00
1891.73400,501.55,0.69,0.00,0.00
1891.75400,501.55,0.69,0.00,0.00
1891.77400,501.55,0.69,0.00,0.00
1891.79400,501.54,0.69,0.00,0.00
1891.81400,501.54,0.69,0.00,0.00
1891.83400,501.54,0.69,0.00,0.00
1891.85400,501.54,0.69,0.00,0.00
1891.87400,501.53,0.69,0.00,0.00
1891.89400,501.53,0.69,0.00,0.00
1891.91400,501.53,0.69,0.00,0.00
1891.93400,501.52,0.69,0.00,0.00
1891.95400,501.52,0.69,0.00,0.00
1891.97400,501.52,0.69,0.00,0.00
1891.99400,501.52,0.69,0.00,0.00
1892.01400,501.51,0.69,0.00,0.00
1892.03400,501.51,0.69,0.00,0.00
1892.05400,501.51,0.69,0.00,0.00
1892.07400,501.51,0.69,0.00,0.00
1892.09400,501.50,0.69,0.00,0.00
1892.11400,501.50,0.69,0.00,0.00
1892.13400,501.50,0.69,0.00,0.00
1892.15400,501.49,0.69,0.00,0.00
1892.17400,501.49,0.69,0.00,0.00
1892.19400,501.49,0.69,0.00,0.00
1892.21400,501.49,0.69,0.00,0.00
1892.23400,501.48,0.69,0.00,0.00
1892.25400,501.48,0.69,0.00,0.00
1892.27400,501.48,0.69,0.00,0.00
1892.29400,501.48,0.69,0.00,0.00
1892.31400,501.47,0.69,0.00,0.00
1892.33400,501.47,0.69,0.00,0.00
1892.35400,501.47,0.69,0.00,0.00
1892.37400,501.46,0.69,0.00,0.00
1892.39400,501.46,0.69,0.00,0.00
1892.41400,501.46,0.69,0.00,0.00
1892.43400,501.46,0.69,0.00,0.00
1892.45400,501.45,0.69,0.00,0.00
1892.47400,501.45,0.69,0.00,0.00
1892.49400,501.45,0.69,0.00,0.00
1892.51400,501.45,0.69,0.00,0.00
1892.53400,501.44,0.69,0.00,0.00
1892.55400,501.44,0.69,0.00,0.00
1892.57400,501.44,0.69,0.00,0.00
1892.59400,501.43,0.69,0.00,0.00
1892.61400,501.43,0.69,0.00,0.00
1892.63400,501.43,0.69,0.00,0.00
1892.65400,501.43,0.69,0.00,0.00
1892.67400,501.42,0.69,0.00,0.00
1892.69400,501.42,0.69,0.00,0.00
1892.71400,501.42,0.69,0.00,0.00
1892.73400,501.42,0.69,0.00,0.00
1892.75400,501.41,0.69,0.00,0.00
1892.77400,501.41,0.69,0.00,0.00
1892.79400,501.41,0.69,0.00,0.00
1892.81400,501.40,0.69,0.00,0.00
1892.83400,501.40,0.69,0.00,0.00
1892.85400,501.40,0.69,0.00,0.00
1892.87400,501.40,0.69,0.00,0.00
1892.89400,501.39,0.69,0.00,0.00
1892.91400,501.39,0.69,0.00,0.00
1892.93400,501.39,0.69,0.00,0.00
1892.95400,501.39,0.69,0.00,0.00
1892.97400,501.38,0.69,0.00,0.00
1892.99400,501.38,0.69,0.00,0.00
1893.01400,501.38,0.69,0.00,0.00
1893.03400,501.37,0.69,0.00,0.00
1893.05400,501.37,0.69,0.00,0.00
1893.07400,501.37,0.69,0.00,0.00
1893.09400,501.37,0.69,0.00,0.00
1893.11400,501.36,0.69,0.00,0.00
1893.13400,501.36,0.69,0.00,0.00
1893.15400,501.36,0.69,0.00,0.00
1893.17400,501.36,0.69,0.00,0.00
1893.19400,501.35,0.69,0.00,0.00
1893.21400,501.35,0.69,0.00,0.00
1893.23400,501.35,0.69,0.00,0.00
1893.25400,501.34,0.69,0.00,0.00
1893.27400,501.34,0.69,0.00,0.00
1893.29400,501.34,0.69,0.00,0.00
1893.31400,501.34,0.69,0.00,0.00
1893.33400,501.33,0.69,0.00,0.00
1893.35400,501.33,0.69,0.00,0.00
1893.37400,501.33,0.69,0.00,0.00
1893.39400,501.33,0.69,0.00,0.00
1893.41400,501.32,0.69,0.00,0.00
1893.43400,501.32,0.69,0.00,0.00
1893.45400,501.32,0.69,0.00,0.00
1893.47400,501.31,0.69,0.00,0.00
1893.49400,501.31,0.69,0.00,0.00
1893.51400,501.31,0.69,0.00,0.00
1893.53400,501.31,0.69,0.00,0.00
1893.55400,501.30,0.69,0.00,0.00
1893.57400,501.30,0.69,0.00,0.00
1893.59400,501.30,0.69,0.00,0.00
1893.61400,501.30,0.69,0.00,0.00
1893.63400,501.29,0.69,0.00,0.00
1893.65400,501.29,0.69,0.00,0.00
1893.67400,501.29,0.69,0.00,0.00
1893.69400,501.28,0.69,0.00,0.00
1893.71400,501.28,0.69,0.00,0.00
1893.73400,501.28,0.69,0.00,0.00
1893.75400,501.28,0.69,0.00,0.00
1893.77400,501.27,0.69,0.00,0.00
1893.79400,501.27,0.69,0.00,0.00
1893.81400,501.27,0.69,0.00,0.00
1893.83400,501.27,0.69,0.00,0.00
1893.85400,501.26,0.69,0.00,0.00
1893.87400,501.26,0.69,0.00,0.00
1893.89400,501.26,0.69,0.00,0.00
1893.91400,501.25,0.69,0.00,0.00
1893.93400,501.25,0.69,0.00,0.00
1893.95400,501.25,0.69,0.00,0.00
1893.97400,501.25,0.69,0.00,0.00
1893.99400,501.24,0.69,0.00,0.00
1894.01400,501.24,0.69,0.00,0.00
1894.03400,501.24,0.69,0.00,0.00
