Cs1,6s1/2,,,
Wavelength,alpha_0,Uncertainty,alpha_2,Uncertainty
737.40000,-1007.36,1.37,0.00,0.00
737.42000,-1007.57,1.37,0.00,0.00
737.44000,-1007.77,1.37,0.00,0.00
737.46000,-1007.98,1.37,0.00,0.00
737.48000,-1008.19,1.38,0.00,0.00
737.50000,-1008.40,1.38,0.00,0.00
737.52000,-1008.61,1.38,0.00,0.00
737.54000,-1008.82,1.38,0.00,0.00
737.56000,-1009.03,1.38,0.00,0.00
737.58000,-1009.23,1.38,0.00,0.00
737.60000,-1009.44,1.38,0.00,0.00
737.62000,-1009.65,1.38,0.00,0.00
737.64000,-1009.86,1.38,0.00,0.00
737.66000,-1010.07,1.38,0.00,0.00
737.68000,-1010.28,1.38,0.00,0.00
737.70000,-1010.49,1.38,0.00,0.00
737.72000,-1010.70,1.38,0.00,0.00
737.74000,-1010.91,1.38,0.00,0.00
737.76000,-1011.12,1.38,0.00,0.00
737.78000,-1011.33,1.38,0.00,0.00
737.80000,-1011.54,1.38,0.00,0.00
737.82000,-1011.74,1.38,0.00,0.00
737.84000,-1011.95,1.38,0.00,0.00
737.86000,-1012.16,1.38,0.00,0.00
737.88000,-1012.37,1.38,0.00,0.00
737.90000,-1012.58,1.38,0.00,0.00
737.92000,-1012.79,1.38,0.00,0.00
737.94000,-1013.00,1.38,0.00,0.00
737.96000,-1013.21,1.38,0.00,0.00
737.98000,-1013.42,1.38,0.00,0.00
738.00000,-1013.63,1.38,0.00,0.00
738.02000,-1013.84,1.38,0.00,0.00
738.04000,-1014.05,1.38,0.00,0.00
738.06000,-1014.27,1.38,0.00,0.00
738.08000,-1014.48,1.38,0.00,0.00
738.10000,-1014.69,1.38,0.00,0.00
738.12000,-1014.90,1.38,0.00,0.00
738.14000,-1015.11,1.38,0.00,0.00
738.16000,-1015.32,1.38,0.00,0.00
738.18000,-1015.53,1.38,0.00,0.00
738.20000,-1015.74,1.38,0.00,0.00
738.22000,-1015.95,1.39,0.00,0.00
738.24000,-1016.16,1.39,0.00,0.00
738.26000,-1016.37,1.39,0.00,0.00
738.28000,-1016.58,1.39,0.00,0.00
738.30000,-1016.80,1.39,0.00,0.00
738.32000,-1017.01,1.39,0.00,0.00
738.34000,-1017.22,1.39,0.00,0.00
738.36000,-1017.43,1.39,0.00,0.00
738.38000,-1017.64,1.39,0.00,0.00
738.40000,-1017.85,1.39,0.00,0.00
738.42000,-1018.06,1.39,0.00,0.00
738.44000,-1018.28,1.39,0.00,0.00
738.46000,-1018.49,1.39,0.00,0.00
738.48000,-1018.70,1.39,0.00,0.00
738.50000,-1018.91,1.39,0.00,0.00
738.52000,-1019.12,1.39,0.00,0.00
738.54000,-1019.34,1.39,0.00,0.00
738.56000,-1019.55,1.39,0.00,0.00
738.58000,-1019.76,1.39,0.00,0.00
738.60000,-1019.97,1.39,0.00,0.00
738.62000,-1020.18,1.39,0.00,0.00
738.64000,-1020.40,1.39,0.00,0.00
738.66000,-1020.61,1.39,0.00,0.00
738.68000,-1020.82,1.39,0.00,0.00
738.70000,-1021.03,1.39,0.00,0.00
738.72000,-1021.25,1.39,0.00,0.00
738.74000,-1021.46,1.39,0.00,0.00
738.76000,-1021.67,1.39,0.00,0.00
738.78000,-1021.89,1.39,0.00,0.00
738.80000,-1022.10,1.39,0.00,0.00
738.82000,-1022.31,1.39,0.00,0.00
738.84000,-1022.53,1.39,0.00,0.00
738.86000,-1022.74,1.39,0.00,0.00
738.88000,-1022.95,1.39,0.00,0.00
738.90000,-1023.17,1.39,0.00,0.00
738.92000,-1023.38,1.39,0.00,0.00
738.94000,-1023.59,1.40,0.00,0.00
738.96000,-1023.81,1.40,0.00,0.00
738.98000,-1024.02,1.40,0.00,0.00
739.00000,-1024.23,1.40,0.00,0.00
739.02000,-1024.45,1.40,0.00,0.00
739.04000,-1024.66,1.40,0.00,0.00
739.06000,-1024.87,1.40,0.00,0.00
739.08000,-1025.09,1.40,0.00,0.00
739.10000,-1025.30,1.40,0.00,0.00
739.12000,-1025.52,1.40,0.00,0.00
739.14000,-1025.73,1.40,0.00,0.00
739.16000,-1025.95,1.40,0.00,0.00
739.18000,-1026.16,1.40,0.00,0.00
739.20000,-1026.37,1.40,0.00,0.00
739.22000,-1026.59,1.40,0.00,0.00
739.24000,-1026.80,1.40,0.00,0.00
739.26000,-1027.02,1.40,0.00,0.00
739.28000,-1027.23,1.40,0.00,0.00
739.30000,-1027.45,1.40,0.00,0.00
739.32000,-1027.66,1.40,0.00,0.00
739.34000,-1027.88,1.40,0.00,0.00
739.36000,-1028.09,1.40,0.00,0.00
739.38000,-1028.31,1.40,0.00,0.00
739.40000,-1028.52,1.40,0.00,0.00
739.42000,-1028.74,1.40,0.00,0.00
739.44000,-1028.95,1.40,0.00,0.00
739.46000,-1029.17,1.40,0.00,0.00
739.48000,-1029.38,1.40,0.00,0.00
739.50000,-1029.60,1.40,0.00,0.00
739.52000,-1029.81,1.40,0.00,0.00
739.54000,-1030.03,1.40,0.00,0.00
739.56000,-1030.25,1.40,0.00,0.00
739.58000,-1030.46,1.40,0.00,0.00
739.60000,-1030.68,1.40,0.00,0.00
739.62000,-1030.89,1.40,0.00,0.00
739.64000,-1031.11,1.40,0.00,0.00
739.66000,-1031.33,1.41,0.00,0.00
739.68000,-1031.54,1.41,0.00,0.00
739.70000,-1031.76,1.41,0.00,0.00
739.72000,-1031.97,1.41,0.00,0.00
739.74000,-1032.19,1.41,0.00,0.00
739.76000,-1032.41,1.41,0.00,0.00
739.78000,-1032.62,1.41,0.00,0.00
739.80000,-1032.84,1.41,0.00,0.00
739.82000,-1033.06,1.41,0.00,0.00
739.84000,-1033.27,1.41,0.00,0.00
739.86000,-1033.49,1.41,0.00,0.00
739.88000,-1033.71,1.41,0.00,0.00
739.90000,-1033.92,1.41,0.00,0.00
739.92000,-1034.14,1.41,0.00,0.00
739.94000,-1034.36,1.41,0.00,0.00
739.96000,-1034.57,1.41,0.00,0.00
739.98000,-1034.79,1.41,0.00,0.00
740.00000,-1035.01,1.41,0.00,0.00
740.02000,-1035.23,1.41,0.00,0.00
740.04000,-1035.44,1.41,0.00,0.00
740.06000,-1035.66,1.41,0.00,0.00
740.08000,-1035.88,1.41,0.00,0.00
740.10000,-1036.10,1.41,0.00,0.00
740.12000,-1036.31,1.41,0.00,0.00
740.14000,-1036.53,1.41,0.00,0.00
740.16000,-1036.75,1.41,0.00,0.00
740.18000,-1036.97,1.41,0.00,0.00
740.20000,-1037.19,1.41,0.00,0.00
740.22000,-1037.40,1.41,0.00,0.00
740.24000,-1037.62,1.41,0.00,0.00
740.26000,-1037.84,1.41,0.00,0.00
740.28000,-1038.06,1.41,0.00,0.00
740.30000,-1038.28,1.41,0.00,0.00
740.32000,-1038.50,1.41,0.00,0.00
740.34000,-1038.71,1.41,0.00,0.00
740.36000,-1038.93,1.42,0.00,0.00
740.38000,-1039.15,1.42,0.00,0.00
740.40000,-1039.37,1.42,0.00,0.00
740.42000,-1039.59,1.42,0.00,0.00
740.44000,-1039.81,1.42,0.00,0.00
740.46000,-1040.03,1.42,0.00,0.00
740.48000,-1040.25,1.42,0.00,0.00
740.50000,-1040.47,1.42,0.00,0.00
740.52000,-1040.69,1.42,0.00,0.00
740.54000,-1040.90,1.42,0.00,0.00
740.56000,-1041.12,1.42,0.00,0.00
740.58000,-1041.34,1.42,0.00,0.00
740.60000,-1041.56,1.42,0.00,0.00
740.62000,-1041.78,1.42,0.00,0.00
740.64000,-1042.00,1.42,0.00,0.00
740.66000,-1042.22,1.42,0.00,0.00
740.68000,-1042.44,1.42,0.00,0.00
740.70000,-1042.66,1.42,0.00,0.00
740.72000,-1042.88,1.42,0.00,0.00
740.74000,-1043.10,1.42,0.00,0.00
740.76000,-1043.32,1.42,0.00,0.00
740.78000,-1043.54,1.42,0.00,0.00
740.80000,-1043.76,1.42,0.00,0.00
740.82000,-1043.98,1.42,0.00,0.00
740.84000,-1044.20,1.42,0.00,0.00
740.86000,-1044.42,1.42,0.00,0.00
740.88000,-1044.64,1.42,0.00,0.00
740.90000,-1044.86,1.42,0.00,0.00
740.92000,-1045.09,1.42,0.00,0.00
740.94000,-1045.31,1.42,0.00,0.00
740.96000,-1045.53,1.42,0.00,0.00
740.98000,-1045.75,1.42,0.00,0.00
741.00000,-1045.97,1.42,0.00,0.00
741.02000,-1046.19,1.42,0.00,0.00
741.04000,-1046.41,1.42,0.00,0.00
741.06000,-1046.63,1.43,0.00,0.00
741.08000,-1046.85,1.43,0.00,0.00
741.10000,-1047.07,1.43,0.00,0.00
741.12000,-1047.30,1.43,0.00,0.00
741.14000,-1047.52,1.43,0.00,0.00
741.16000,-1047.74,1.43,0.00,0.00
741.18000,-1047.96,1.43,0.00,0.00
741.20000,-1048.18,1.43,0.00,0.00
741.22000,-1048.40,1.43,0.00,0.00
741.24000,-1048.63,1.43,0.00,0.00
741.26000,-1048.85,1.43,0.00,0.00
741.28000,-1049.07,1.43,0.00,0.00
741.30000,-1049.29,1.43,0.00,0.00
741.32000,-1049.52,1.43,0.00,0.00
741.34000,-1049.74,1.43,0.00,0.00
741.36000,-1049.96,1.43,0.00,0.00
741.38000,-1050.18,1.43,0.00,0.00
741.40000,-1050.40,1.43,0.00,0.00
741.42000,-1050.63,1.43,0.00,0.00
741.44000,-1050.85,1.43,0.00,0.00
741.46000,-1051.07,1.43,0.00,0.00
741.48000,-1051.30,1.43,0.00,0.00
741.50000,-1051.52,1.43,0.00,0.00
741.52000,-1051.74,1.43,0.00,0.00
741.54000,-1051.96,1.43,0.00,0.00
741.56000,-1052.19,1.43,0.00,0.00
741.58000,-1052.41,1.43,0.00,0.00
741.60000,-1052.63,1.43,0.00,0.00
741.62000,-1052.86,1.43,0.00,0.00
741.64000,-1053.08,1.43,0.00,0.00
741.66000,-1053.30,1.43,0.00,0.00
741.68000,-1053.53,1.43,0.00,0.00
741.70000,-1053.75,1.43,0.00,0.00
741.72000,-1053.98,1.43,0.00,0.00
741.74000,-1054.20,1.43,0.00,0.00
741.76000,-1054.42,1.44,0.00,0.00
741.78000,-1054.65,1.44,0.00,0.00
741.80000,-1054.87,1.44,0.00,0.00
741.82000,-1055.09,1.44,0.00,0.00
741.84000,-1055.32,1.44,0.00,0.00
741.86000,-1055.54,1.44,0.00,0.00
741.88000,-1055.77,1.44,0.00,0.00
741.90000,-1055.99,1.44,0.00,0.00
741.92000,-1056.22,1.44,0.00,0.00
741.94000,-1056.44,1.44,0.00,0.00
741.96000,-1056.67,1.44,0.00,0.00
741.98000,-1056.89,1.44,0.00,0.00
742.00000,-1057.12,1.44,0.00,0.00
742.02000,-1057.34,1.44,0.00,0.00
742.04000,-1057.57,1.44,0.00,0.00
742.06000,-1057.79,1.44,0.00,0.00
742.08000,-1058.02,1.44,0.00,0.00
742.10000,-1058.24,1.44,0.00,0.00
742.12000,-1058.47,1.44,0.00,0.00
742.14000,-1058.69,1.44,0.00,0.00
742.16000,-1058.92,1.44,0.00,0.00
742.18000,-1059.14,1.44,0.00,0.00
742.20000,-1059.37,1.44,0.00,0.00
742.22000,-1059.59,1.44,0.00,0.00
742.24000,-1059.82,1.44,0.00,0.00
742.26000,-1060.04,1.44,0.00,0.00
742.28000,-1060.27,1.44,0.00,0.00
742.30000,-1060.50,1.44,0.00,0.00
742.32000,-1060.72,1.44,0.00,0.00
742.34000,-1060.95,1.44,0.00,0.00
742.36000,-1061.17,1.44,0.00,0.00
742.38000,-1061.40,1.44,0.00,0.00
742.40000,-1061.63,1.44,0.00,0.00
742.42000,-1061.85,1.44,0.00,0.00
742.44000,-1062.08,1.45,0.00,0.00
742.46000,-1062.31,1.45,0.00,0.00
742.48000,-1062.53,1.45,0.00,0.00
742.50000,-1062.76,1.45,0.00,0.00
742.52000,-1062.99,1.45,0.00,0.00
742.54000,-1063.21,1.45,0.00,0.00
742.56000,-1063.44,1.45,0.00,0.00
742.58000,-1063.67,1.45,0.00,0.00
742.60000,-1063.90,1.45,0.00,0.00
742.62000,-1064.12,1.45,0.00,0.00
742.64000,-1064.35,1.45,0.00,0.00
742.66000,-1064.58,1.45,0.00,0.00
742.68000,-1064.80,1.45,0.00,0.00
742.70000,-1065.03,1.45,0.00,0.00
742.72000,-1065.26,1.45,0.00,0.00
742.74000,-1065.49,1.45,0.00,0.00
742.76000,-1065.71,1.45,0.00,0.00
742.78000,-1065.94,1.45,0.00,0.00
742.80000,-1066.17,1.45,0.00,0.00
742.82000,-1066.40,1.45,0.00,0.00
742.84000,-1066.63,1.45,0.00,0.00
742.86000,-1066.85,1.45,0.00,0.00
742.88000,-1067.08,1.45,0.00,0.00
742.90000,-1067.31,1.45,0.00,0.00
742.92000,-1067.54,1.45,0.00,0.00
742.94000,-1067.77,1.45,0.00,0.00
742.96000,-1068.00,1.45,0.00,0.00
742.98000,-1068.23,1.45,0.00,0.00
743.00000,-1068.45,1.45,0.00,0.00
743.02000,-1068.68,1.45,0.00,0.00
743.04000,-1068.91,1.45,0.00,0.00
743.06000,-1069.14,1.45,0.00,0.00
743.08000,-1069.37,1.45,0.00,0.00
743.10000,-1069.60,1.46,0.00,0.00
743.12000,-1069.83,1.46,0.00,0.00
743.14000,-1070.06,1.46,0.00,0.00
743.16000,-1070.29,1.46,0.00,0.00
743.18000,-1070.52,1.46,0.00,0.00
743.20000,-1070.75,1.46,0.00,0.00
743.22000,-1070.97,1.46,0.00,0.00
743.24000,-1071.20,1.46,0.00,0.00
743.26000,-1071.43,1.46,0.00,0.00
743.28000,-1071.66,1.46,0.00,0.00
743.30000,-1071.89,1.46,0.00,0.00
743.32000,-1072.12,1.46,0.00,0.00
743.34000,-1072.35,1.46,0.00,0.00
743.36000,-1072.58,1.46,0.00,0.00
743.38000,-1072.81,1.46,0.00,0.00
743.40000,-1073.04,1.46,0.00,0.00
743.42000,-1073.27,1.46,0.00,0.00
743.44000,-1073.51,1.46,0.00,0.00
743.46000,-1073.74,1.46,0.00,0.00
743.48000,-1073.97,1.46,0.00,0.00
743.50000,-1074.20,1.46,0.00,0.00
743.52000,-1074.43,1.46,0.00,0.00
743.54000,-1074.66,1.46,0.00,0.00
743.56000,-1074.89,1.46,0.00,0.00
743.58000,-1075.12,1.46,0.00,0.00
743.60000,-1075.35,1.46,0.00,0.00
743.62000,-1075.58,1.46,0.00,0.00
743.64000,-1075.81,1.46,0.00,0.00
743.66000,-1076.05,1.46,0.00,0.00
743.68000,-1076.28,1.46,0.00,0.00
743.70000,-1076.51,1.46,0.00,0.00
743.72000,-1076.74,1.46,0.00,0.00
743.74000,-1076.97,1.46,0.00,0.00
743.76000,-1077.20,1.46,0.00,0.00
743.78000,-1077.43,1.47,0.00,0.00
743.80000,-1077.67,1.47,0.00,0.00
743.82000,-1077.90,1.47,0.00,0.00
743.84000,-1078.13,1.47,0.00,0.00
743.86000,-1078.36,1.47,0.00,0.00
743.88000,-1078.59,1.47,0.00,0.00
743.90000,-1078.83,1.47,0.00,0.00
743.92000,-1079.06,1.47,0.00,0.00
743.94000,-1079.29,1.47,0.00,0.00
743.96000,-1079.52,1.47,0.00,0.00
743.98000,-1079.76,1.47,0.00,0.00
744.00000,-1079.99,1.47,0.00,0.00
744.02000,-1080.22,1.47,0.00,0.00
744.04000,-1080.46,1.47,0.00,0.00
744.06000,-1080.69,1.47,0.00,0.00
744.08000,-1080.92,1.47,0.00,0.00
744.10000,-1081.15,1.47,0.00,0.00
744.12000,-1081.39,1.47,0.00,0.00
744.14000,-1081.62,1.47,0.00,0.00
744.16000,-1081.85,1.47,0.00,0.00
744.18000,-1082.09,1.47,0.00,0.00
744.20000,-1082.32,1.47,0.00,0.00
744.22000,-1082.55,1.47,0.00,0.00
744.24000,-1082.79,1.47,0.00,0.00
744.26000,-1083.02,1.47,0.00,0.00
744.28000,-1083.26,1.47,0.00,0.00
744.30000,-1083.49,1.47,0.00,0.00
744.32000,-1083.72,1.47,0.00,0.00
744.34000,-1083.96,1.47,0.00,0.00
744.36000,-1084.19,1.47,0.00,0.00
744.38000,-1084.43,1.47,0.00,0.00
744.40000,-1084.66,1.47,0.00,0.00
744.42000,-1084.89,1.47,0.00,0.00
744.44000,-1085.13,1.48,0.00,0.00
744.46000,-1085.36,1.48,0.00,0.00
744.48000,-1085.60,1.48,0.00,0.00
744.50000,-1085.83,1.48,0.00,0.00
744.52000,-1086.07,1.48,0.00,0.00
744.54000,-1086.30,1.48,0.00,0.00
744.56000,-1086.54,1.48,0.00,0.00
744.58000,-1086.77,1.48,0.00,0.00
744.60000,-1087.01,1.48,0.00,0.00
744.62000,-1087.24,1.48,0.00,0.00
744.64000,-1087.48,1.48,0.00,0.00
744.66000,-1087.71,1.48,0.00,0.00
744.68000,-1087.95,1.48,0.00,0.00
744.70000,-1088.18,1.48,0.00,0.00
744.72000,-1088.42,1.48,0.00,0.00
744.74000,-1088.66,1.48,0.00,0.00
744.76000,-1088.89,1.48,0.00,0.00
744.78000,-1089.13,1.48,0.00,0.00
744.80000,-1089.36,1.48,0.00,0.00
744.82000,-1089.60,1.48,0.00,0.00
744.84000,-1089.84,1.48,0.00,0.00
744.86000,-1090.07,1.48,0.00,0.00
744.88000,-1090.31,1.48,0.00,0.00
744.90000,-1090.54,1.48,0.00,0.00
744.92000,-1090.78,1.48,0.00,0.00
744.94000,-1091.02,1.48,0.00,0.00
744.96000,-1091.25,1.48,0.00,0.00
744.98000,-1091.49,1.48,0.00,0.00
745.00000,-1091.73,1.48,0.00,0.00
745.02000,-1091.96,1.48,0.00,0.00
745.04000,-1092.20,1.48,0.00,0.00
745.06000,-1092.44,1.48,0.00,0.00
745.08000,-1092.68,1.49,0.00,0.00
745.10000,-1092.91,1.49,0.00,0.00
745.12000,-1093.15,1.49,0.00,0.00
745.14000,-1093.39,1.49,0.00,0.00
745.16000,-1093.63,1.49,0.00,0.00
745.18000,-1093.86,1.49,0.00,0.00
745.20000,-1094.10,1.49,0.00,0.00
745.22000,-1094.34,1.49,0.00,0.00
745.24000,-1094.58,1.49,0.00,0.00
745.26000,-1094.81,1.49,0.00,0.00
745.28000,-1095.05,1.49,0.00,0.00
745.30000,-1095.29,1.49,0.00,0.00
745.32000,-1095.53,1.49,0.00,0.00
745.34000,-1095.77,1.49,0.00,0.00
745.36000,-1096.00,1.49,0.00,0.00
745.38000,-1096.24,1.49,0.00,0.00
745.40000,-1096.48,1.49,0.00,0.00
745.42000,-1096.72,1.49,0.00,0.00
745.44000,-1096.96,1.49,0.00,0.00
745.46000,-1097.20,1.49,0.00,0.00
745.48000,-1097.44,1.49,0.00,0.00
745.50000,-1097.67,1.49,0.00,0.00
745.52000,-1097.91,1.49,0.00,0.00
745.54000,-1098.15,1.49,0.00,0.00
745.56000,-1098.39,1.49,0.00,0.00
745.58000,-1098.63,1.49,0.00,0.00
745.60000,-1098.87,1.49,0.00,0.00
745.62000,-1099.11,1.49,0.00,0.00
745.64000,-1099.35,1.49,0.00,0.00
745.66000,-1099.59,1.49,0.00,0.00
745.68000,-1099.83,1.49,0.00,0.00
745.70000,-1100.07,1.49,0.00,0.00
745.72000,-1100.31,1.50,0.00,0.00
745.74000,-1100.55,1.50,0.00,0.00
745.76000,-1100.79,1.50,0.00,0.00
745.78000,-1101.03,1.50,0.00,0.00
745.80000,-1101.27,1.50,0.00,0.00
745.82000,-1101.51,1.50,0.00,0.00
745.84000,-1101.75,1.50,0.00,0.00
745.86000,-1101.99,1.50,0.00,0.00
745.88000,-1102.23,1.50,0.00,0.00
745.90000,-1102.47,1.50,0.00,0.00
745.92000,-1102.71,1.50,0.00,0.00
745.94000,-1102.95,1.50,0.00,0.00
745.96000,-1103.19,1.50,0.00,0.00
745.98000,-1103.43,1.50,0.00,0.00
746.00000,-1103.67,1.50,0.00,0.00
746.02000,-1103.92,1.50,0.00,0.00
746.04000,-1104.16,1.50,0.00,0.00
746.06000,-1104.40,1.50,0.00,0.00
746.08000,-1104.64,1.50,0.00,0.00
746.10000,-1104.88,1.50,0.00,0.00
746.12000,-1105.12,1.50,0.00,0.00
746.14000,-1105.36,1.50,0.00,0.00
746.16000,-1105.61,1.50,0.00,0.00
746.18000,-1105.85,1.50,0.00,0.00
746.20000,-1106.09,1.50,0.00,0.00
746.22000,-1106.33,1.50,0.00,0.00
746.24000,-1106.57,1.50,0.00,0.00
746.26000,-1106.81,1.50,0.00,0.00
746.28000,-1107.06,1.50,0.00,0.00
746.30000,-1107.30,1.50,0.00,0.00
746.32000,-1107.54,1.50,0.00,0.00
746.34000,-1107.78,1.50,0.00,0.00
746.36000,-1108.03,1.51,0.00,0.00
746.38000,-1108.27,1.51,0.00,0.00
746.40000,-1108.51,1.51,0.00,0.00
746.42000,-1108.75,1.51,0.00,0.00
746.44000,-1109.00,1.51,0.00,0.00
746.46000,-1109.24,1.51,0.00,0.00
746.48000,-1109.48,1.51,0.00,0.00
746.50000,-1109.73,1.51,0.00,0.00
746.52000,-1109.97,1.51,0.00,0.00
746.54000,-1110.21,1.51,0.00,0.00
746.56000,-1110.46,1.51,0.00,0.00
746.58000,-1110.70,1.51,0.00,0.00
746.60000,-1110.94,1.51,0.00,0.00
746.62000,-1111.19,1.51,0.00,0.00
746.64000,-1111.43,1.51,0.00,0.00
746.66000,-1111.68,1.51,0.00,0.00
746.68000,-1111.92,1.51,0.00,0.00
746.70000,-1112.16,1.51,0.00,0.00
746.72000,-1112.41,1.51,0.00,0.00
746.74000,-1112.65,1.51,0.00,0.00
746.76000,-1112.90,1.51,0.00,0.00
746.78000,-1113.14,1.51,0.00,0.00
746.80000,-1113.38,1.51,0.00,0.00
746.82000,-1113.63,1.51,0.00,0.00
746.84000,-1113.87,1.51,0.00,0.00
746.86000,-1114.12,1.51,0.00,0.00
746.88000,-1114.36,1.51,0.00,0.00
746.90000,-1114.61,1.51,0.00,0.00
746.92000,-1114.85,1.51,0.00,0.00
746.94000,-1115.10,1.51,0.00,0.00
746.96000,-1115.34,1.51,0.00,0.00
746.98000,-1115.59,1.52,0.00,0.00
747.00000,-1115.83,1.52,0.00,0.00
747.02000,-1116.08,1.52,0.00,0.00
747.04000,-1116.32,1.52,0.00,0.00
747.06000,-1116.57,1.52,0.00,0.00
747.08000,-1116.82,1.52,0.00,0.00
747.10000,-1117.06,1.52,0.00,0.00
747.12000,-1117.31,1.52,0.00,0.00
747.14000,-1117.55,1.52,0.00,0.00
747.16000,-1117.80,1.52,0.00,0.00
747.18000,-1118.05,1.52,0.00,0.00
747.20000,-1118.29,1.52,0.00,0.00
747.22000,-1118.54,1.52,0.00,0.00
747.24000,-1118.78,1.52,0.00,0.00
747.26000,-1119.03,1.52,0.00,0.00
747.28000,-1119.28,1.52,0.00,0.00
747.30000,-1119.52,1.52,0.00,0.00
747.32000,-1119.77,1.52,0.00,0.00
747.34000,-1120.02,1.52,0.00,0.00
747.36000,-1120.26,1.52,0.00,0.00
747.38000,-1120.51,1.52,0.00,0.00
747.40000,-1120.76,1.52,0.00,0.00
747.42000,-1121.01,1.52,0.00,0.00
747.44000,-1121.25,1.52,0.00,0.00
747.46000,-1121.50,1.52,0.00,0.00
747.48000,-1121.75,1.52,0.00,0.00
747.50000,-1122.00,1.52,0.00,0.00
747.52000,-1122.24,1.52,0.00,0.00
747.54000,-1122.49,1.52,0.00,0.00
747.56000,-1122.74,1.52,0.00,0.00
747.58000,-1122.99,1.52,0.00,0.00
747.60000,-1123.23,1.52,0.00,0.00
747.62000,-1123.48,1.53,0.00,0.00
747.64000,-1123.73,1.53,0.00,0.00
747.66000,-1123.98,1.53,0.00,0.00
747.68000,-1124.23,1.53,0.00,0.00
747.70000,-1124.48,1.53,0.00,0.00
747.72000,-1124.72,1.53,0.00,0.00
747.74000,-1124.97,1.53,0.00,0.00
747.76000,-1125.22,1.53,0.00,0.00
747.78000,-1125.47,1.53,0.00,0.00
747.80000,-1125.72,1.53,0.00,0.00
747.82000,-1125.97,1.53,0.00,0.00
747.84000,-1126.22,1.53,0.00,0.00
747.86000,-1126.47,1.53,0.00,0.00
747.88000,-1126.72,1.53,0.00,0.00
747.90000,-1126.96,1.53,0.00,0.00
747.92000,-1127.21,1.53,0.00,0.00
747.94000,-1127.46,1.53,0.00,0.00
747.96000,-1127.71,1.53,0.00,0.00
747.98000,-1127.96,1.53,0.00,0.00
748.00000,-1128.21,1.53,0.00,0.00
748.02000,-1128.46,1.53,0.00,0.00
748.04000,-1128.71,1.53,0.00,0.00
748.06000,-1128.96,1.53,0.00,0.00
748.08000,-1129.21,1.53,0.00,0.00
748.10000,-1129.46,1.53,0.00,0.00
748.12000,-1129.71,1.53,0.00,0.00
748.14000,-1129.96,1.53,0.00,0.00
748.16000,-1130.21,1.53,0.00,0.00
748.18000,-1130.46,1.53,0.00,0.00
748.20000,-1130.72,1.53,0.00,0.00
748.22000,-1130.97,1.54,0.00,0.00
748.24000,-1131.22,1.54,0.00,0.00
748.26000,-1131.47,1.54,0.00,0.00
748.28000,-1131.72,1.54,0.00,0.00
748.30000,-1131.97,1.54,0.00,0.00
748.32000,-1132.22,1.54,0.00,0.00
748.34000,-1132.47,1.54,0.00,0.00
748.36000,-1132.72,1.54,0.00,0.00
748.38000,-1132.98,1.54,0.00,0.00
748.40000,-1133.23,1.54,0.00,0.00
748.42000,-1133.48,1.54,0.00,0.00
748.44000,-1133.73,1.54,0.00,0.00
748.46000,-1133.98,1.54,0.00,0.00
748.48000,-1134.23,1.54,0.00,0.00
748.50000,-1134.49,1.54,0.00,0.00
748.52000,-1134.74,1.54,0.00,0.00
748.54000,-1134.99,1.54,0.00,0.00
748.56000,-1135.24,1.54,0.00,0.00
748.58000,-1135.50,1.54,0.00,0.00
748.60000,-1135.75,1.54,0.00,0.00
748.62000,-1136.00,1.54,0.00,0.00
748.64000,-1136.25,1.54,0.00,0.00
748.66000,-1136.51,1.54,0.00,0.00
748.68000,-1136.76,1.54,0.00,0.00
748.70000,-1137.01,1.54,0.00,0.00
748.72000,-1137.26,1.54,0.00,0.00
748.74000,-1137.52,1.54,0.00,0.00
748.76000,-1137.77,1.54,0.00,0.00
748.78000,-1138.02,1.54,0.00,0.00
748.80000,-1138.28,1.54,0.00,0.00
748.82000,-1138.53,1.54,0.00,0.00
748.84000,-1138.79,1.55,0.00,0.00
748.86000,-1139.04,1.55,0.00,0.00
748.88000,-1139.29,1.55,0.00,0.00
748.90000,-1139.55,1.55,0.00,0.00
748.92000,-1139.80,1.55,0.00,0.00
748.94000,-1140.05,1.55,0.00,0.00
748.96000,-1140.31,1.55,0.00,0.00
748.98000,-1140.56,1.55,0.00,0.00
749.00000,-1140.82,1.55,0.00,0.00
749.02000,-1141.07,1.55,0.00,0.00
749.04000,-1141.33,1.55,0.00,0.00
749.06000,-1141.58,1.55,0.00,0.00
749.08000,-1141.84,1.55,0.00,0.00
749.10000,-1142.09,1.55,0.00,0.00
749.12000,-1142.35,1.55,0.00,0.00
749.14000,-1142.60,1.55,0.00,0.00
749.16000,-1142.86,1.55,0.00,0.00
749.18000,-1143.11,1.55,0.00,0.00
749.20000,-1143.37,1.55,0.00,0.00
749.22000,-1143.62,1.55,0.00,0.00
749.24000,-1143.88,1.55,0.00,0.00
749.26000,-1144.13,1.55,0.00,0.00
749.28000,-1144.39,1.55,0.00,0.00
749.30000,-1144.64,1.55,0.00,0.00
749.32000,-1144.90,1.55,0.00,0.00
749.34000,-1145.16,1.55,0.00,0.00
749.36000,-1145.41,1.55,0.00,0.00
749.38000,-1145.67,1.55,0.00,0.00
749.40000,-1145.92,1.55,0.00,0.00
749.42000,-1146.18,1.55,0.00,0.00
749.44000,-1146.44,1.56,0.00,0.00
749.46000,-1146.69,1.56,0.00,0.00
749.48000,-1146.95,1.56,0.00,0.00
749.50000,-1147.21,1.56,0.00,0.00
